danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
0.255,0.0734,9,-17.988,0,0.0333,0.383,0.0001,0.2,0.136,92.884,5ONu4EF5vxDOCmBbQI6s0M,spotify:track:5ONu4EF5vxDOCmBbQI6s0M,https://api.spotify.com/v1/tracks/5ONu4EF5vxDOCmBbQI6s0M,https://api.spotify.com/v1/audio-analysis/5ONu4EF5vxDOCmBbQI6s0M,218507,4
0.586,0.626,1,-8.448,1,0.0356,0.0874,0.00038,0.113,0.0519,94.965,0GZoB8h0kqXn7XFm4Sj06k,spotify:track:0GZoB8h0kqXn7XFm4Sj06k,https://api.spotify.com/v1/tracks/0GZoB8h0kqXn7XFm4Sj06k,https://api.spotify.com/v1/audio-analysis/0GZoB8h0kqXn7XFm4Sj06k,232507,4
0.502,0.532,3,-7.823,0,0.0273,0.267,2.63e-05,0.117,0.185,97.912,10dq6uicAR56u2bEYUcVhL,spotify:track:10dq6uicAR56u2bEYUcVhL,https://api.spotify.com/v1/tracks/10dq6uicAR56u2bEYUcVhL,https://api.spotify.com/v1/audio-analysis/10dq6uicAR56u2bEYUcVhL,323760,4
0.389,0.567,4,-9.29,0,0.134,0.62,0.000204,0.108,0.0523,110.929,6vH82EO79HolBobpt6eMS9,spotify:track:6vH82EO79HolBobpt6eMS9,https://api.spotify.com/v1/tracks/6vH82EO79HolBobpt6eMS9,https://api.spotify.com/v1/audio-analysis/6vH82EO79HolBobpt6eMS9,155587,3
0.646,0.779,9,-6.201,1,0.0417,0.0578,0.0,0.155,0.566,130.006,0455eC9UUcUDTaRnHUqZgZ,spotify:track:0455eC9UUcUDTaRnHUqZgZ,https://api.spotify.com/v1/tracks/0455eC9UUcUDTaRnHUqZgZ,https://api.spotify.com/v1/audio-analysis/0455eC9UUcUDTaRnHUqZgZ,257933,4
0.437,0.567,11,-12.797,1,0.0386,0.366,0.846,0.175,0.326,130.147,589AelScFm0FYQ4VG1biJi,spotify:track:589AelScFm0FYQ4VG1biJi,https://api.spotify.com/v1/tracks/589AelScFm0FYQ4VG1biJi,https://api.spotify.com/v1/audio-analysis/589AelScFm0FYQ4VG1biJi,173093,4
0.468,0.329,4,-14.848,1,0.0367,0.392,0.0,0.184,0.447,102.127,1usi2Dn0BbqqhKys2FPSFg,spotify:track:1usi2Dn0BbqqhKys2FPSFg,https://api.spotify.com/v1/tracks/1usi2Dn0BbqqhKys2FPSFg,https://api.spotify.com/v1/audio-analysis/1usi2Dn0BbqqhKys2FPSFg,168307,4
0.48,0.447,4,-10.962,0,0.036,0.74,0.00437,0.0858,0.255,96.771,1uC0uXW5EsyQGg3oZzysUn,spotify:track:1uC0uXW5EsyQGg3oZzysUn,https://api.spotify.com/v1/tracks/1uC0uXW5EsyQGg3oZzysUn,https://api.spotify.com/v1/audio-analysis/1uC0uXW5EsyQGg3oZzysUn,161933,4
0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,3mr584ZFSkZrWja9kJAzlb,spotify:track:3mr584ZFSkZrWja9kJAzlb,https://api.spotify.com/v1/tracks/3mr584ZFSkZrWja9kJAzlb,https://api.spotify.com/v1/audio-analysis/3mr584ZFSkZrWja9kJAzlb,286482,4
0.253,0.327,0,-14.092,1,0.0363,0.917,0.926,0.401,0.175,132.904,1PstFiwXVCg01d1cacE30d,spotify:track:1PstFiwXVCg01d1cacE30d,https://api.spotify.com/v1/tracks/1PstFiwXVCg01d1cacE30d,https://api.spotify.com/v1/audio-analysis/1PstFiwXVCg01d1cacE30d,336000,4
0.177,0.0188,2,-29.484,0,0.0367,0.957,0.446,0.635,0.0819,146.472,6CeCOC2zx1qS8mQNYHe6IM,spotify:track:6CeCOC2zx1qS8mQNYHe6IM,https://api.spotify.com/v1/tracks/6CeCOC2zx1qS8mQNYHe6IM,https://api.spotify.com/v1/audio-analysis/6CeCOC2zx1qS8mQNYHe6IM,130293,3
0.245,0.061,9,-24.171,1,0.0588,0.842,0.94,0.0957,0.0378,113.439,5CVdnjaqwuDVAyR0Gh3ExM,spotify:track:5CVdnjaqwuDVAyR0Gh3ExM,https://api.spotify.com/v1/tracks/5CVdnjaqwuDVAyR0Gh3ExM,https://api.spotify.com/v1/audio-analysis/5CVdnjaqwuDVAyR0Gh3ExM,208933,4
0.194,0.406,10,-12.646,1,0.042,0.708,0.602,0.114,0.305,180.159,4ZdtngL0l7qwppmixCwnoy,spotify:track:4ZdtngL0l7qwppmixCwnoy,https://api.spotify.com/v1/tracks/4ZdtngL0l7qwppmixCwnoy,https://api.spotify.com/v1/audio-analysis/4ZdtngL0l7qwppmixCwnoy,379360,4
0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,72VjtouKhCbaBol2e7tsaQ,spotify:track:72VjtouKhCbaBol2e7tsaQ,https://api.spotify.com/v1/tracks/72VjtouKhCbaBol2e7tsaQ,https://api.spotify.com/v1/audio-analysis/72VjtouKhCbaBol2e7tsaQ,207427,3
0.613,0.0715,0,-15.619,1,0.0357,0.546,0.0648,0.0941,0.158,115.508,6FF3opetp8Nwbh7Rpz9Oxo,spotify:track:6FF3opetp8Nwbh7Rpz9Oxo,https://api.spotify.com/v1/tracks/6FF3opetp8Nwbh7Rpz9Oxo,https://api.spotify.com/v1/audio-analysis/6FF3opetp8Nwbh7Rpz9Oxo,161600,4
0.322,0.328,8,-15.496,1,0.034,0.401,0.0871,0.31,0.0932,77.182,5X7TqFJySUyxjUyKorkdXF,spotify:track:5X7TqFJySUyxjUyKorkdXF,https://api.spotify.com/v1/tracks/5X7TqFJySUyxjUyKorkdXF,https://api.spotify.com/v1/audio-analysis/5X7TqFJySUyxjUyKorkdXF,197333,4
0.187,0.559,2,-15.145,0,0.058,0.031,0.828,0.084,0.0505,141.896,2Heydd3VKFNumiZUc5TLKT,spotify:track:2Heydd3VKFNumiZUc5TLKT,https://api.spotify.com/v1/tracks/2Heydd3VKFNumiZUc5TLKT,https://api.spotify.com/v1/audio-analysis/2Heydd3VKFNumiZUc5TLKT,346747,1
0.33,0.229,9,-16.442,0,0.0375,0.948,0.973,0.0998,0.0593,96.158,18z7tK7u9DcDw85LYRR5Fe,spotify:track:18z7tK7u9DcDw85LYRR5Fe,https://api.spotify.com/v1/tracks/18z7tK7u9DcDw85LYRR5Fe,https://api.spotify.com/v1/audio-analysis/18z7tK7u9DcDw85LYRR5Fe,126960,4
0.518,0.434,8,-12.232,1,0.0314,0.0708,0.748,0.421,0.0991,126.02,5xKVYMxOHB2XRLCUafFrz6,spotify:track:5xKVYMxOHB2XRLCUafFrz6,https://api.spotify.com/v1/tracks/5xKVYMxOHB2XRLCUafFrz6,https://api.spotify.com/v1/audio-analysis/5xKVYMxOHB2XRLCUafFrz6,143800,3
0.548,0.392,8,-15.006,1,0.0759,0.0652,0.977,0.0997,0.215,170.102,6PzHOn4LPd44RUCUShf4rl,spotify:track:6PzHOn4LPd44RUCUShf4rl,https://api.spotify.com/v1/tracks/6PzHOn4LPd44RUCUShf4rl,https://api.spotify.com/v1/audio-analysis/6PzHOn4LPd44RUCUShf4rl,62827,5
0.201,0.475,11,-10.097,0,0.0417,0.659,0.916,0.0748,0.0398,73.563,50csT5Qb2qOF7lHdDQ1Sbx,spotify:track:50csT5Qb2qOF7lHdDQ1Sbx,https://api.spotify.com/v1/tracks/50csT5Qb2qOF7lHdDQ1Sbx,https://api.spotify.com/v1/audio-analysis/50csT5Qb2qOF7lHdDQ1Sbx,158333,3
0.539,0.438,5,-12.176,1,0.0681,0.816,2.43e-06,0.13,0.51,81.008,0J9uoav31s7nNSF10lyUiF,spotify:track:0J9uoav31s7nNSF10lyUiF,https://api.spotify.com/v1/tracks/0J9uoav31s7nNSF10lyUiF,https://api.spotify.com/v1/audio-analysis/0J9uoav31s7nNSF10lyUiF,185600,3
0.417,0.415,9,-12.66,0,0.0365,0.926,0.662,0.0815,0.126,119.984,5yJ4g5wiv77VzuhidvAnJ6,spotify:track:5yJ4g5wiv77VzuhidvAnJ6,https://api.spotify.com/v1/tracks/5yJ4g5wiv77VzuhidvAnJ6,https://api.spotify.com/v1/audio-analysis/5yJ4g5wiv77VzuhidvAnJ6,307227,4
0.22,0.347,9,-12.01,1,0.0356,0.726,0.902,0.109,0.0687,144.729,0ub6dDeoRfy0wf71rwpX8J,spotify:track:0ub6dDeoRfy0wf71rwpX8J,https://api.spotify.com/v1/tracks/0ub6dDeoRfy0wf71rwpX8J,https://api.spotify.com/v1/audio-analysis/0ub6dDeoRfy0wf71rwpX8J,162000,4
0.598,0.336,11,-14.696,1,0.0368,0.719,0.0118,0.103,0.0903,115.289,2U7OxJUqbKiWNcscGFJcCk,spotify:track:2U7OxJUqbKiWNcscGFJcCk,https://api.spotify.com/v1/tracks/2U7OxJUqbKiWNcscGFJcCk,https://api.spotify.com/v1/audio-analysis/2U7OxJUqbKiWNcscGFJcCk,132440,3
0.205,0.169,10,-18.583,0,0.0342,0.924,0.878,0.415,0.0658,102.781,4RDvijgmB2nmkYrGHCYDwh,spotify:track:4RDvijgmB2nmkYrGHCYDwh,https://api.spotify.com/v1/tracks/4RDvijgmB2nmkYrGHCYDwh,https://api.spotify.com/v1/audio-analysis/4RDvijgmB2nmkYrGHCYDwh,125960,4
0.425,0.701,6,-7.937,0,0.279,0.312,0.0,0.149,0.532,75.167,2Z23WEiIUGTVczX2BfyCmp,spotify:track:2Z23WEiIUGTVczX2BfyCmp,https://api.spotify.com/v1/tracks/2Z23WEiIUGTVczX2BfyCmp,https://api.spotify.com/v1/audio-analysis/2Z23WEiIUGTVczX2BfyCmp,206933,4
0.188,0.518,8,-4.725,1,0.0381,0.0263,0.164,0.119,0.0949,198.262,69EO4wPvFGP9nT21xAojCy,spotify:track:69EO4wPvFGP9nT21xAojCy,https://api.spotify.com/v1/tracks/69EO4wPvFGP9nT21xAojCy,https://api.spotify.com/v1/audio-analysis/69EO4wPvFGP9nT21xAojCy,146160,4
0.454,0.405,5,-12.35,0,0.0329,0.0418,0.772,0.301,0.0768,131.536,13U7h9mUA6R4mdqOrGay3K,spotify:track:13U7h9mUA6R4mdqOrGay3K,https://api.spotify.com/v1/tracks/13U7h9mUA6R4mdqOrGay3K,https://api.spotify.com/v1/audio-analysis/13U7h9mUA6R4mdqOrGay3K,178187,4
0.624,0.635,7,-6.652,0,0.0361,0.211,0.805,0.126,0.963,111.228,6oQWapghx16R2MNOkylXxw,spotify:track:6oQWapghx16R2MNOkylXxw,https://api.spotify.com/v1/tracks/6oQWapghx16R2MNOkylXxw,https://api.spotify.com/v1/audio-analysis/6oQWapghx16R2MNOkylXxw,58920,4
0.471,0.379,1,-13.411,1,0.0336,0.0795,0.355,0.121,0.051,136.343,0JKaYO3e4sKgkshtuFqzqB,spotify:track:0JKaYO3e4sKgkshtuFqzqB,https://api.spotify.com/v1/tracks/0JKaYO3e4sKgkshtuFqzqB,https://api.spotify.com/v1/audio-analysis/0JKaYO3e4sKgkshtuFqzqB,211209,4
0.291,0.533,0,-11.474,1,0.05,0.822,0.852,0.413,0.254,117.902,51B4NG0pC8NxuP0LZwvix0,spotify:track:51B4NG0pC8NxuP0LZwvix0,https://api.spotify.com/v1/tracks/51B4NG0pC8NxuP0LZwvix0,https://api.spotify.com/v1/audio-analysis/51B4NG0pC8NxuP0LZwvix0,260920,4
0.382,0.354,7,-6.595,1,0.0289,0.858,3.11e-06,0.168,0.435,87.018,0D4gIeyrMtxOAvCWsTHN9x,spotify:track:0D4gIeyrMtxOAvCWsTHN9x,https://api.spotify.com/v1/tracks/0D4gIeyrMtxOAvCWsTHN9x,https://api.spotify.com/v1/audio-analysis/0D4gIeyrMtxOAvCWsTHN9x,142280,4
0.636,0.466,4,-15.534,1,0.0317,0.134,0.942,0.156,0.296,136.206,7swocJUCUWTCiRUAU9oerC,spotify:track:7swocJUCUWTCiRUAU9oerC,https://api.spotify.com/v1/tracks/7swocJUCUWTCiRUAU9oerC,https://api.spotify.com/v1/audio-analysis/7swocJUCUWTCiRUAU9oerC,175334,4
0.533,0.293,11,-18.431,1,0.0399,0.963,0.405,0.142,0.407,152.248,5L5fwo8nQjcFhSMTWpLOes,spotify:track:5L5fwo8nQjcFhSMTWpLOes,https://api.spotify.com/v1/tracks/5L5fwo8nQjcFhSMTWpLOes,https://api.spotify.com/v1/audio-analysis/5L5fwo8nQjcFhSMTWpLOes,116425,4
0.501,0.788,7,-10.395,1,0.0468,0.406,0.987,0.101,0.732,70.208,5pLgvObO8dbQoPItct80Id,spotify:track:5pLgvObO8dbQoPItct80Id,https://api.spotify.com/v1/tracks/5pLgvObO8dbQoPItct80Id,https://api.spotify.com/v1/audio-analysis/5pLgvObO8dbQoPItct80Id,117133,4
0.38,0.246,7,-13.955,0,0.0329,0.872,0.905,0.084,0.0573,133.805,62Da3JOu9H9EIgmqV7DoLG,spotify:track:62Da3JOu9H9EIgmqV7DoLG,https://api.spotify.com/v1/tracks/62Da3JOu9H9EIgmqV7DoLG,https://api.spotify.com/v1/audio-analysis/62Da3JOu9H9EIgmqV7DoLG,234400,4
0.433,0.111,2,-15.301,0,0.035,0.0208,0.801,0.0594,0.0354,75.651,0cWPe8mPRyLMxxe94eRVzs,spotify:track:0cWPe8mPRyLMxxe94eRVzs,https://api.spotify.com/v1/tracks/0cWPe8mPRyLMxxe94eRVzs,https://api.spotify.com/v1/audio-analysis/0cWPe8mPRyLMxxe94eRVzs,258173,4
0.17,0.106,9,-19.448,0,0.044,0.958,0.318,0.186,0.0325,114.322,2Ztvw16aFwDLu5OKH3BeVf,spotify:track:2Ztvw16aFwDLu5OKH3BeVf,https://api.spotify.com/v1/tracks/2Ztvw16aFwDLu5OKH3BeVf,https://api.spotify.com/v1/audio-analysis/2Ztvw16aFwDLu5OKH3BeVf,104120,4
0.228,0.267,2,-14.145,0,0.0353,0.961,0.702,0.188,0.043,96.96,4xkNDv1x0njg05gnjCBctx,spotify:track:4xkNDv1x0njg05gnjCBctx,https://api.spotify.com/v1/tracks/4xkNDv1x0njg05gnjCBctx,https://api.spotify.com/v1/audio-analysis/4xkNDv1x0njg05gnjCBctx,158267,4
0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72,6mb6lVLNrcUgLnEN8QnDJd,spotify:track:6mb6lVLNrcUgLnEN8QnDJd,https://api.spotify.com/v1/tracks/6mb6lVLNrcUgLnEN8QnDJd,https://api.spotify.com/v1/audio-analysis/6mb6lVLNrcUgLnEN8QnDJd,163387,4
0.699,0.417,9,-15.677,0,0.0926,0.268,0.0,0.1,0.372,121.855,34nxgXFCPzDphUJGuRsn10,spotify:track:34nxgXFCPzDphUJGuRsn10,https://api.spotify.com/v1/tracks/34nxgXFCPzDphUJGuRsn10,https://api.spotify.com/v1/audio-analysis/34nxgXFCPzDphUJGuRsn10,220213,4
0.588,0.236,1,-14.452,1,0.042,0.852,2.59e-06,0.126,0.568,126.042,6M4hBkdml7QIB502hzBCK8,spotify:track:6M4hBkdml7QIB502hzBCK8,https://api.spotify.com/v1/tracks/6M4hBkdml7QIB502hzBCK8,https://api.spotify.com/v1/audio-analysis/6M4hBkdml7QIB502hzBCK8,138987,4
0.511,0.317,2,-16.897,1,0.161,0.81,0.0,0.0826,0.567,120.964,7rmClvTK7B8qO8cRGr3btT,spotify:track:7rmClvTK7B8qO8cRGr3btT,https://api.spotify.com/v1/tracks/7rmClvTK7B8qO8cRGr3btT,https://api.spotify.com/v1/audio-analysis/7rmClvTK7B8qO8cRGr3btT,224733,4
0.564,0.326,7,-16.436,1,0.127,0.425,0.0,0.742,0.688,123.608,69ZNzwrCGP6h5ewkJQWWaT,spotify:track:69ZNzwrCGP6h5ewkJQWWaT,https://api.spotify.com/v1/tracks/69ZNzwrCGP6h5ewkJQWWaT,https://api.spotify.com/v1/audio-analysis/69ZNzwrCGP6h5ewkJQWWaT,142440,4
0.291,0.256,0,-13.983,1,0.0353,0.832,0.0,0.105,0.204,127.443,433bZhu12pGf1oNSiTzVHD,spotify:track:433bZhu12pGf1oNSiTzVHD,https://api.spotify.com/v1/tracks/433bZhu12pGf1oNSiTzVHD,https://api.spotify.com/v1/audio-analysis/433bZhu12pGf1oNSiTzVHD,160187,4
0.29,0.231,1,-14.312,1,0.0445,0.934,0.000737,0.0965,0.274,86.658,2Q3qfNWEM2xaGwDmr78ttL,spotify:track:2Q3qfNWEM2xaGwDmr78ttL,https://api.spotify.com/v1/tracks/2Q3qfNWEM2xaGwDmr78ttL,https://api.spotify.com/v1/audio-analysis/2Q3qfNWEM2xaGwDmr78ttL,212960,3
0.748,0.523,7,-10.078,0,0.098,0.653,0.000109,0.164,0.765,96.831,7CYcKCq8FBw9qbMzUK7rC3,spotify:track:7CYcKCq8FBw9qbMzUK7rC3,https://api.spotify.com/v1/tracks/7CYcKCq8FBw9qbMzUK7rC3,https://api.spotify.com/v1/audio-analysis/7CYcKCq8FBw9qbMzUK7rC3,277267,4
0.606,0.746,11,-6.596,0,0.0472,0.00212,0.0,0.0728,0.841,118.013,6bprprF7UdyRcTrOnLIFUc,spotify:track:6bprprF7UdyRcTrOnLIFUc,https://api.spotify.com/v1/tracks/6bprprF7UdyRcTrOnLIFUc,https://api.spotify.com/v1/audio-analysis/6bprprF7UdyRcTrOnLIFUc,202027,4
0.439,0.317,3,-10.371,1,0.0432,0.86,0.0,0.0784,0.285,139.227,0JYnEczKVB5rL5m5d3ZAiL,spotify:track:0JYnEczKVB5rL5m5d3ZAiL,https://api.spotify.com/v1/tracks/0JYnEczKVB5rL5m5d3ZAiL,https://api.spotify.com/v1/audio-analysis/0JYnEczKVB5rL5m5d3ZAiL,171800,3
0.318,0.652,5,-6.984,0,0.0756,0.704,0.422,0.374,0.371,74.842,2TBS6lFtFKPj99Z2YKWmlc,spotify:track:2TBS6lFtFKPj99Z2YKWmlc,https://api.spotify.com/v1/tracks/2TBS6lFtFKPj99Z2YKWmlc,https://api.spotify.com/v1/audio-analysis/2TBS6lFtFKPj99Z2YKWmlc,442760,4
0.313,0.0842,9,-20.237,0,0.0451,0.963,0.616,0.0604,0.0612,69.857,447Pl38RcgPoYIM0jPbs1x,spotify:track:447Pl38RcgPoYIM0jPbs1x,https://api.spotify.com/v1/tracks/447Pl38RcgPoYIM0jPbs1x,https://api.spotify.com/v1/audio-analysis/447Pl38RcgPoYIM0jPbs1x,168759,5
0.0927,0.0659,10,-18.712,1,0.0422,0.882,0.693,0.157,0.0372,167.481,0C6sXqs24J4dsFxi3XnlwL,spotify:track:0C6sXqs24J4dsFxi3XnlwL,https://api.spotify.com/v1/tracks/0C6sXqs24J4dsFxi3XnlwL,https://api.spotify.com/v1/audio-analysis/0C6sXqs24J4dsFxi3XnlwL,268853,3
0.241,0.253,0,-14.951,1,0.0645,0.635,0.896,0.126,0.0895,119.677,00wMlDvUCvLw96CZacHQAs,spotify:track:00wMlDvUCvLw96CZacHQAs,https://api.spotify.com/v1/tracks/00wMlDvUCvLw96CZacHQAs,https://api.spotify.com/v1/audio-analysis/00wMlDvUCvLw96CZacHQAs,312547,4
0.632,0.482,8,-7.485,1,0.0536,0.687,0.000132,0.155,0.61,121.962,6i1XkFVxGrkzV8GbTPJjl2,spotify:track:6i1XkFVxGrkzV8GbTPJjl2,https://api.spotify.com/v1/tracks/6i1XkFVxGrkzV8GbTPJjl2,https://api.spotify.com/v1/audio-analysis/6i1XkFVxGrkzV8GbTPJjl2,219773,4
0.631,0.491,9,-11.148,0,0.0356,0.468,0.25,0.0885,0.497,119.915,5RyGc20mgBFStvsTYBQnaj,spotify:track:5RyGc20mgBFStvsTYBQnaj,https://api.spotify.com/v1/tracks/5RyGc20mgBFStvsTYBQnaj,https://api.spotify.com/v1/audio-analysis/5RyGc20mgBFStvsTYBQnaj,177160,4
0.607,0.512,9,-11.906,0,0.0355,0.805,0.971,0.131,0.594,119.094,0zkioxDJzs8VDA0a8KlePD,spotify:track:0zkioxDJzs8VDA0a8KlePD,https://api.spotify.com/v1/tracks/0zkioxDJzs8VDA0a8KlePD,https://api.spotify.com/v1/audio-analysis/0zkioxDJzs8VDA0a8KlePD,80667,4
0.208,0.0738,5,-20.416,1,0.044,0.983,0.958,0.118,0.0766,78.286,67LPR2gdrR6zXrVF9xFf4J,spotify:track:67LPR2gdrR6zXrVF9xFf4J,https://api.spotify.com/v1/tracks/67LPR2gdrR6zXrVF9xFf4J,https://api.spotify.com/v1/audio-analysis/67LPR2gdrR6zXrVF9xFf4J,76507,3
0.483,0.353,11,-22.189,0,0.0518,0.209,0.775,0.29,0.145,90.062,1WBPU4mO1762GEHtjtqQEE,spotify:track:1WBPU4mO1762GEHtjtqQEE,https://api.spotify.com/v1/tracks/1WBPU4mO1762GEHtjtqQEE,https://api.spotify.com/v1/audio-analysis/1WBPU4mO1762GEHtjtqQEE,167413,4
0.172,0.331,7,-10.692,1,0.0327,0.179,0.0164,0.072,0.397,208.282,7hf9rz9i17lsJhlJlWGxTv,spotify:track:7hf9rz9i17lsJhlJlWGxTv,https://api.spotify.com/v1/tracks/7hf9rz9i17lsJhlJlWGxTv,https://api.spotify.com/v1/audio-analysis/7hf9rz9i17lsJhlJlWGxTv,147027,4
0.304,0.657,0,-13.567,1,0.0824,0.787,0.954,0.113,0.102,120.338,1JSIWsJfxOji0FrxFcxdCK,spotify:track:1JSIWsJfxOji0FrxFcxdCK,https://api.spotify.com/v1/tracks/1JSIWsJfxOji0FrxFcxdCK,https://api.spotify.com/v1/audio-analysis/1JSIWsJfxOji0FrxFcxdCK,162133,4
0.433,0.174,5,-18.791,0,0.0537,0.982,0.101,0.111,0.366,95.802,4JLcAU2xY90qTkTSNM1lUa,spotify:track:4JLcAU2xY90qTkTSNM1lUa,https://api.spotify.com/v1/tracks/4JLcAU2xY90qTkTSNM1lUa,https://api.spotify.com/v1/audio-analysis/4JLcAU2xY90qTkTSNM1lUa,162447,4
0.294,0.928,4,-6.841,1,0.0582,0.0173,0.863,0.302,0.577,173.405,7fC9Hp9RFSDNpgRnSY2Ahj,spotify:track:7fC9Hp9RFSDNpgRnSY2Ahj,https://api.spotify.com/v1/tracks/7fC9Hp9RFSDNpgRnSY2Ahj,https://api.spotify.com/v1/audio-analysis/7fC9Hp9RFSDNpgRnSY2Ahj,135987,4
0.433,0.576,8,-10.311,1,0.0455,0.0128,0.409,0.147,0.159,144.908,5tag2auodYnO3vBlFgGt42,spotify:track:5tag2auodYnO3vBlFgGt42,https://api.spotify.com/v1/tracks/5tag2auodYnO3vBlFgGt42,https://api.spotify.com/v1/audio-analysis/5tag2auodYnO3vBlFgGt42,241573,4
0.642,0.901,1,-3.688,0,0.0773,0.0168,1.97e-06,0.0887,0.352,100.039,6p586xRu0OuyR1ftsTvFoz,spotify:track:6p586xRu0OuyR1ftsTvFoz,https://api.spotify.com/v1/tracks/6p586xRu0OuyR1ftsTvFoz,https://api.spotify.com/v1/audio-analysis/6p586xRu0OuyR1ftsTvFoz,202145,4
0.328,0.633,7,-5.699,1,0.0761,0.183,1.44e-06,0.0703,0.297,186.598,6Slaf2WBzQA86oS7MNMUNS,spotify:track:6Slaf2WBzQA86oS7MNMUNS,https://api.spotify.com/v1/tracks/6Slaf2WBzQA86oS7MNMUNS,https://api.spotify.com/v1/audio-analysis/6Slaf2WBzQA86oS7MNMUNS,198711,3
0.199,0.25,7,-14.521,1,0.0395,0.897,0.716,0.182,0.0331,108.855,7qoiIJeepTkwzXMAItJe8T,spotify:track:7qoiIJeepTkwzXMAItJe8T,https://api.spotify.com/v1/tracks/7qoiIJeepTkwzXMAItJe8T,https://api.spotify.com/v1/audio-analysis/7qoiIJeepTkwzXMAItJe8T,190136,4
0.525,0.505,9,-12.494,1,0.0778,0.146,0.0175,0.119,0.715,179.638,5IDmJ2xMwIUkSTPgGcgi3D,spotify:track:5IDmJ2xMwIUkSTPgGcgi3D,https://api.spotify.com/v1/tracks/5IDmJ2xMwIUkSTPgGcgi3D,https://api.spotify.com/v1/audio-analysis/5IDmJ2xMwIUkSTPgGcgi3D,227533,4
0.439,0.447,10,-8.318,0,0.0436,0.111,0.0,0.303,0.11,121.48,1W7zkKgRv9mrLbfdQ8XyH3,spotify:track:1W7zkKgRv9mrLbfdQ8XyH3,https://api.spotify.com/v1/tracks/1W7zkKgRv9mrLbfdQ8XyH3,https://api.spotify.com/v1/audio-analysis/1W7zkKgRv9mrLbfdQ8XyH3,177029,4
0.564,0.911,2,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938,4YR6Dextuoc3I8nJ0XgzKI,spotify:track:4YR6Dextuoc3I8nJ0XgzKI,https://api.spotify.com/v1/tracks/4YR6Dextuoc3I8nJ0XgzKI,https://api.spotify.com/v1/audio-analysis/4YR6Dextuoc3I8nJ0XgzKI,226293,4
0.701,0.728,2,-4.554,1,0.255,0.00971,0.00115,0.361,0.0591,171.388,7w9bgPAmPTtrkt2v16QWvQ,spotify:track:7w9bgPAmPTtrkt2v16QWvQ,https://api.spotify.com/v1/tracks/7w9bgPAmPTtrkt2v16QWvQ,https://api.spotify.com/v1/audio-analysis/7w9bgPAmPTtrkt2v16QWvQ,326467,4
0.517,0.598,6,-3.751,0,0.263,0.388,2.22e-06,0.183,0.922,96.933,6e9sI2locopZ5p5ij1VAUF,spotify:track:6e9sI2locopZ5p5ij1VAUF,https://api.spotify.com/v1/tracks/6e9sI2locopZ5p5ij1VAUF,https://api.spotify.com/v1/audio-analysis/6e9sI2locopZ5p5ij1VAUF,221627,4
0.541,0.401,0,-10.499,1,0.0365,0.576,0.0,0.164,0.24,152.943,31er9IGsfFbwqy1pH4aiTP,spotify:track:31er9IGsfFbwqy1pH4aiTP,https://api.spotify.com/v1/tracks/31er9IGsfFbwqy1pH4aiTP,https://api.spotify.com/v1/audio-analysis/31er9IGsfFbwqy1pH4aiTP,289160,3
0.231,0.0426,8,-21.141,1,0.0426,0.901,0.000136,0.153,0.199,77.74,2PwYIEV1H34mbQBvbnnmLx,spotify:track:2PwYIEV1H34mbQBvbnnmLx,https://api.spotify.com/v1/tracks/2PwYIEV1H34mbQBvbnnmLx,https://api.spotify.com/v1/audio-analysis/2PwYIEV1H34mbQBvbnnmLx,166467,4
0.402,0.329,0,-17.918,1,0.137,0.635,6.85e-05,0.12,0.676,170.17,6J5tRmK1Z3zQD1G85IwvAZ,spotify:track:6J5tRmK1Z3zQD1G85IwvAZ,https://api.spotify.com/v1/tracks/6J5tRmK1Z3zQD1G85IwvAZ,https://api.spotify.com/v1/audio-analysis/6J5tRmK1Z3zQD1G85IwvAZ,213600,4
0.742,0.686,7,-9.917,1,0.0526,0.0773,0.00339,0.13,0.527,136.947,3TRJFi8bomvn1CW9l3ZP7g,spotify:track:3TRJFi8bomvn1CW9l3ZP7g,https://api.spotify.com/v1/tracks/3TRJFi8bomvn1CW9l3ZP7g,https://api.spotify.com/v1/audio-analysis/3TRJFi8bomvn1CW9l3ZP7g,315000,4
0.432,0.637,11,-3.905,1,0.0475,0.416,0.0,0.113,0.187,122.394,4z7Ja0RNran3XpIvc1PIQz,spotify:track:4z7Ja0RNran3XpIvc1PIQz,https://api.spotify.com/v1/tracks/4z7Ja0RNran3XpIvc1PIQz,https://api.spotify.com/v1/audio-analysis/4z7Ja0RNran3XpIvc1PIQz,219547,4
0.363,0.622,9,-7.318,0,0.0982,0.786,0.000156,0.51,0.378,81.198,5cL0il349buZyeIxU4ZE3l,spotify:track:5cL0il349buZyeIxU4ZE3l,https://api.spotify.com/v1/tracks/5cL0il349buZyeIxU4ZE3l,https://api.spotify.com/v1/audio-analysis/5cL0il349buZyeIxU4ZE3l,214960,4
