danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
0.288,0.477,7,-13.339,1,0.0357,0.889,0.929,0.116,0.414,154.647,5ch4hdTUSjfHf6YI8dsM2m,spotify:track:5ch4hdTUSjfHf6YI8dsM2m,https://api.spotify.com/v1/tracks/5ch4hdTUSjfHf6YI8dsM2m,https://api.spotify.com/v1/audio-analysis/5ch4hdTUSjfHf6YI8dsM2m,214176,4
0.303,0.551,2,-8.745,0,0.042,0.347,0.608,0.112,0.159,149.94,3jqcJNacs1yDhtMk0wckxv,spotify:track:3jqcJNacs1yDhtMk0wckxv,https://api.spotify.com/v1/tracks/3jqcJNacs1yDhtMk0wckxv,https://api.spotify.com/v1/audio-analysis/3jqcJNacs1yDhtMk0wckxv,194400,3
0.458,0.475,5,-12.581,1,0.032,0.76,0.836,0.125,0.132,126.055,5T7DUEeAj0hkMLTzIlDCRz,spotify:track:5T7DUEeAj0hkMLTzIlDCRz,https://api.spotify.com/v1/tracks/5T7DUEeAj0hkMLTzIlDCRz,https://api.spotify.com/v1/audio-analysis/5T7DUEeAj0hkMLTzIlDCRz,144762,4
0.302,0.296,1,-11.811,1,0.0408,0.924,0.000606,0.0931,0.328,83.673,2vuBqKW2ybknJyKGYiIz35,spotify:track:2vuBqKW2ybknJyKGYiIz35,https://api.spotify.com/v1/tracks/2vuBqKW2ybknJyKGYiIz35,https://api.spotify.com/v1/audio-analysis/2vuBqKW2ybknJyKGYiIz35,213507,3
0.227,0.446,2,-6.687,1,0.032,0.851,0.00912,0.322,0.119,88.68,65V4OsgLqztVY0mlOx5HEh,spotify:track:65V4OsgLqztVY0mlOx5HEh,https://api.spotify.com/v1/tracks/65V4OsgLqztVY0mlOx5HEh,https://api.spotify.com/v1/audio-analysis/65V4OsgLqztVY0mlOx5HEh,196123,3
0.185,0.388,10,-11.208,0,0.0359,0.612,0.00156,0.316,0.0797,88.624,3pmn2D8yHs7KlDTleuGwlF,spotify:track:3pmn2D8yHs7KlDTleuGwlF,https://api.spotify.com/v1/tracks/3pmn2D8yHs7KlDTleuGwlF,https://api.spotify.com/v1/audio-analysis/3pmn2D8yHs7KlDTleuGwlF,147267,4
0.317,0.284,1,-11.888,1,0.042,0.94,0.00131,0.107,0.247,92.772,1yeBpbqV6tuRQ9IUojlL3P,spotify:track:1yeBpbqV6tuRQ9IUojlL3P,https://api.spotify.com/v1/tracks/1yeBpbqV6tuRQ9IUojlL3P,https://api.spotify.com/v1/audio-analysis/1yeBpbqV6tuRQ9IUojlL3P,217920,3
0.414,0.0315,11,-22.616,1,0.0431,0.922,0.0,0.106,0.364,105.615,3geYoEZ2uY6rGZjGNKmMuy,spotify:track:3geYoEZ2uY6rGZjGNKmMuy,https://api.spotify.com/v1/tracks/3geYoEZ2uY6rGZjGNKmMuy,https://api.spotify.com/v1/audio-analysis/3geYoEZ2uY6rGZjGNKmMuy,54440,4
0.294,0.165,5,-13.019,1,0.039,0.928,0.000314,0.0853,0.277,88.838,0AjlCZ7yS97nuBN7uQFnk7,spotify:track:0AjlCZ7yS97nuBN7uQFnk7,https://api.spotify.com/v1/tracks/0AjlCZ7yS97nuBN7uQFnk7,https://api.spotify.com/v1/audio-analysis/0AjlCZ7yS97nuBN7uQFnk7,189560,1
0.159,0.0854,5,-21.304,1,0.0381,0.932,0.000363,0.0699,0.117,172.109,1hA0XjshsOjuYScKX2BsZm,spotify:track:1hA0XjshsOjuYScKX2BsZm,https://api.spotify.com/v1/tracks/1hA0XjshsOjuYScKX2BsZm,https://api.spotify.com/v1/audio-analysis/1hA0XjshsOjuYScKX2BsZm,224240,5
0.52,0.338,7,-8.562,1,0.0322,0.695,1.03e-05,0.162,0.154,107.957,6mhONDdJGtQWPsoLeY65ew,spotify:track:6mhONDdJGtQWPsoLeY65ew,https://api.spotify.com/v1/tracks/6mhONDdJGtQWPsoLeY65ew,https://api.spotify.com/v1/audio-analysis/6mhONDdJGtQWPsoLeY65ew,179493,4
0.201,0.132,9,-16.653,1,0.0389,0.887,0.0,0.119,0.174,86.593,4dlXhJtGR0h75DKkE4vlD2,spotify:track:4dlXhJtGR0h75DKkE4vlD2,https://api.spotify.com/v1/tracks/4dlXhJtGR0h75DKkE4vlD2,https://api.spotify.com/v1/audio-analysis/4dlXhJtGR0h75DKkE4vlD2,92333,1
0.247,0.0717,6,-23.504,1,0.0382,0.807,8.93e-06,0.0765,0.141,94.971,6Rv7uhIfKl6lKZ4CKKoAo5,spotify:track:6Rv7uhIfKl6lKZ4CKKoAo5,https://api.spotify.com/v1/tracks/6Rv7uhIfKl6lKZ4CKKoAo5,https://api.spotify.com/v1/audio-analysis/6Rv7uhIfKl6lKZ4CKKoAo5,231093,3
0.27,0.13,9,-17.07,1,0.0341,0.885,0.00091,0.0767,0.19,73.75,2dHoYvtul7SXjOAkd1b5Rh,spotify:track:2dHoYvtul7SXjOAkd1b5Rh,https://api.spotify.com/v1/tracks/2dHoYvtul7SXjOAkd1b5Rh,https://api.spotify.com/v1/audio-analysis/2dHoYvtul7SXjOAkd1b5Rh,193973,4
0.24,0.0559,0,-21.321,1,0.0362,0.882,0.000182,0.215,0.144,95.597,3pvngrqo3EZiO7AVIm8D8u,spotify:track:3pvngrqo3EZiO7AVIm8D8u,https://api.spotify.com/v1/tracks/3pvngrqo3EZiO7AVIm8D8u,https://api.spotify.com/v1/audio-analysis/3pvngrqo3EZiO7AVIm8D8u,246467,4
0.574,0.316,4,-10.954,1,0.0513,0.603,0.0,0.184,0.116,83.694,4tHkhg5vVruTgk5nJkcDYK,spotify:track:4tHkhg5vVruTgk5nJkcDYK,https://api.spotify.com/v1/tracks/4tHkhg5vVruTgk5nJkcDYK,https://api.spotify.com/v1/audio-analysis/4tHkhg5vVruTgk5nJkcDYK,163387,4
0.378,0.145,7,-19.473,1,0.0596,0.774,0.0,0.28,0.339,83.604,0E2ARPr6Anq8l4dwsu8hbP,spotify:track:0E2ARPr6Anq8l4dwsu8hbP,https://api.spotify.com/v1/tracks/0E2ARPr6Anq8l4dwsu8hbP,https://api.spotify.com/v1/audio-analysis/0E2ARPr6Anq8l4dwsu8hbP,114307,4
0.299,0.243,3,-15.522,1,0.0389,0.813,7.88e-06,0.0767,0.219,105.759,4xHKXUTA0FcqIPIjG9W2k2,spotify:track:4xHKXUTA0FcqIPIjG9W2k2,https://api.spotify.com/v1/tracks/4xHKXUTA0FcqIPIjG9W2k2,https://api.spotify.com/v1/audio-analysis/4xHKXUTA0FcqIPIjG9W2k2,265800,4
0.433,0.155,7,-15.599,1,0.043,0.929,1.18e-06,0.137,0.302,106.64,1LBcs9JY4DedNGwQ61Jztv,spotify:track:1LBcs9JY4DedNGwQ61Jztv,https://api.spotify.com/v1/tracks/1LBcs9JY4DedNGwQ61Jztv,https://api.spotify.com/v1/audio-analysis/1LBcs9JY4DedNGwQ61Jztv,145685,4
0.684,0.481,0,-10.305,1,0.0391,0.228,0.0,0.157,0.48,121.208,0PKmDncVOiNQLO6D1P6PXi,spotify:track:0PKmDncVOiNQLO6D1P6PXi,https://api.spotify.com/v1/tracks/0PKmDncVOiNQLO6D1P6PXi,https://api.spotify.com/v1/audio-analysis/0PKmDncVOiNQLO6D1P6PXi,140227,4
0.248,0.0236,9,-22.391,1,0.0396,0.92,2.04e-06,0.0853,0.0835,84.109,2dYfL66bgkFqh45flSxfvv,spotify:track:2dYfL66bgkFqh45flSxfvv,https://api.spotify.com/v1/tracks/2dYfL66bgkFqh45flSxfvv,https://api.spotify.com/v1/audio-analysis/2dYfL66bgkFqh45flSxfvv,215000,4
0.516,0.32,2,-10.487,1,0.0303,0.627,0.0,0.144,0.131,107.894,4tS8xQfyPGc7f4lJ1JP6BX,spotify:track:4tS8xQfyPGc7f4lJ1JP6BX,https://api.spotify.com/v1/tracks/4tS8xQfyPGc7f4lJ1JP6BX,https://api.spotify.com/v1/audio-analysis/4tS8xQfyPGc7f4lJ1JP6BX,243493,4
0.249,0.457,8,-11.296,1,0.0387,0.33,0.147,0.063,0.0842,112.184,0aSZWkBpy7Rif8egHRaTXp,spotify:track:0aSZWkBpy7Rif8egHRaTXp,https://api.spotify.com/v1/tracks/0aSZWkBpy7Rif8egHRaTXp,https://api.spotify.com/v1/audio-analysis/0aSZWkBpy7Rif8egHRaTXp,205613,1
0.296,0.552,0,-8.313,1,0.0418,0.523,0.942,0.0946,0.244,88.683,4tABZngfyleLXr5wxHgRxZ,spotify:track:4tABZngfyleLXr5wxHgRxZ,https://api.spotify.com/v1/tracks/4tABZngfyleLXr5wxHgRxZ,https://api.spotify.com/v1/audio-analysis/4tABZngfyleLXr5wxHgRxZ,264293,3
0.388,0.666,7,-6.356,1,0.0301,0.787,0.00347,0.11,0.126,142.524,6nDTWafB3DBINF4Rq13yj1,spotify:track:6nDTWafB3DBINF4Rq13yj1,https://api.spotify.com/v1/tracks/6nDTWafB3DBINF4Rq13yj1,https://api.spotify.com/v1/audio-analysis/6nDTWafB3DBINF4Rq13yj1,106813,4
0.149,0.169,5,-17.504,1,0.0339,0.905,0.805,0.12,0.0621,79.452,70YSE9VlSCVuS1PUAvL8VX,spotify:track:70YSE9VlSCVuS1PUAvL8VX,https://api.spotify.com/v1/tracks/70YSE9VlSCVuS1PUAvL8VX,https://api.spotify.com/v1/audio-analysis/70YSE9VlSCVuS1PUAvL8VX,205840,4
0.421,0.566,7,-8.154,1,0.039,0.563,0.932,0.178,0.233,119.152,1EWGuFGjNkP4KxRxSoWifM,spotify:track:1EWGuFGjNkP4KxRxSoWifM,https://api.spotify.com/v1/tracks/1EWGuFGjNkP4KxRxSoWifM,https://api.spotify.com/v1/audio-analysis/1EWGuFGjNkP4KxRxSoWifM,123360,4
0.228,0.466,2,-13.68,0,0.0435,0.292,0.932,0.0854,0.151,106.814,7ohdopPw6rRWyeqlN1z4cR,spotify:track:7ohdopPw6rRWyeqlN1z4cR,https://api.spotify.com/v1/tracks/7ohdopPw6rRWyeqlN1z4cR,https://api.spotify.com/v1/audio-analysis/7ohdopPw6rRWyeqlN1z4cR,271867,3
0.791,0.558,5,-9.122,1,0.545,0.78,0.0,0.292,0.879,120.573,00oHVAstyM08Q82e2XYvkS,spotify:track:00oHVAstyM08Q82e2XYvkS,https://api.spotify.com/v1/tracks/00oHVAstyM08Q82e2XYvkS,https://api.spotify.com/v1/audio-analysis/00oHVAstyM08Q82e2XYvkS,53093,4
0.503,0.108,8,-20.553,0,0.0678,0.981,0.719,0.072,0.0362,126.967,3wxy4wpLTdDktnlOcotayY,spotify:track:3wxy4wpLTdDktnlOcotayY,https://api.spotify.com/v1/tracks/3wxy4wpLTdDktnlOcotayY,https://api.spotify.com/v1/audio-analysis/3wxy4wpLTdDktnlOcotayY,58320,4
0.673,0.846,7,-7.021,1,0.321,0.869,2.75e-06,0.856,0.763,120.19,5dqrU3RsJmnjhgnYezutTV,spotify:track:5dqrU3RsJmnjhgnYezutTV,https://api.spotify.com/v1/tracks/5dqrU3RsJmnjhgnYezutTV,https://api.spotify.com/v1/audio-analysis/5dqrU3RsJmnjhgnYezutTV,44893,4
0.435,0.812,0,-3.711,1,0.0381,0.541,0.719,0.0455,0.508,95.546,4hszow3YBRAbGGA0WbbR6r,spotify:track:4hszow3YBRAbGGA0WbbR6r,https://api.spotify.com/v1/tracks/4hszow3YBRAbGGA0WbbR6r,https://api.spotify.com/v1/audio-analysis/4hszow3YBRAbGGA0WbbR6r,168360,4
0.425,0.731,7,-13.181,1,0.0338,0.903,0.925,0.311,0.964,174.653,21ESwIXTQHnWTQwwRJW22K,spotify:track:21ESwIXTQHnWTQwwRJW22K,https://api.spotify.com/v1/tracks/21ESwIXTQHnWTQwwRJW22K,https://api.spotify.com/v1/audio-analysis/21ESwIXTQHnWTQwwRJW22K,124067,4
0.519,0.371,6,-15.005,1,0.0489,0.642,0.00103,0.117,0.373,125.942,2Z2YsR15uw2GtAmndaQQPo,spotify:track:2Z2YsR15uw2GtAmndaQQPo,https://api.spotify.com/v1/tracks/2Z2YsR15uw2GtAmndaQQPo,https://api.spotify.com/v1/audio-analysis/2Z2YsR15uw2GtAmndaQQPo,85573,4
0.191,0.391,8,-12.976,1,0.0367,0.769,0.901,0.17,0.0996,99.403,1FI5hblwy9ZwyPg4Jr5hni,spotify:track:1FI5hblwy9ZwyPg4Jr5hni,https://api.spotify.com/v1/tracks/1FI5hblwy9ZwyPg4Jr5hni,https://api.spotify.com/v1/audio-analysis/1FI5hblwy9ZwyPg4Jr5hni,210960,3
0.104,0.111,1,-20.031,1,0.0517,0.979,0.926,0.11,0.039,83.933,3Knohqfb9jeYzL6wMZiWLM,spotify:track:3Knohqfb9jeYzL6wMZiWLM,https://api.spotify.com/v1/tracks/3Knohqfb9jeYzL6wMZiWLM,https://api.spotify.com/v1/audio-analysis/3Knohqfb9jeYzL6wMZiWLM,229107,4
0.796,0.381,1,-20.323,1,0.126,0.0236,0.863,0.0772,0.555,117.177,0hpx0phs6LIhMLsZ4cH2L1,spotify:track:0hpx0phs6LIhMLsZ4cH2L1,https://api.spotify.com/v1/tracks/0hpx0phs6LIhMLsZ4cH2L1,https://api.spotify.com/v1/audio-analysis/0hpx0phs6LIhMLsZ4cH2L1,184800,4
0.287,0.264,5,-17.012,1,0.0404,0.897,0.871,0.077,0.186,116.555,60ZYLVPmSNY9r0Uquaivvs,spotify:track:60ZYLVPmSNY9r0Uquaivvs,https://api.spotify.com/v1/tracks/60ZYLVPmSNY9r0Uquaivvs,https://api.spotify.com/v1/audio-analysis/60ZYLVPmSNY9r0Uquaivvs,335507,4
0.226,0.166,7,-13.014,0,0.0415,0.977,0.875,0.09,0.115,115.057,1MjKvbsgeR7bptR5OnQKz9,spotify:track:1MjKvbsgeR7bptR5OnQKz9,https://api.spotify.com/v1/tracks/1MjKvbsgeR7bptR5OnQKz9,https://api.spotify.com/v1/audio-analysis/1MjKvbsgeR7bptR5OnQKz9,215293,3
0.326,0.895,2,-4.987,0,0.139,0.626,0.843,0.109,0.0679,107.613,2IJJszwGK4NWmh3bNK6CPD,spotify:track:2IJJszwGK4NWmh3bNK6CPD,https://api.spotify.com/v1/tracks/2IJJszwGK4NWmh3bNK6CPD,https://api.spotify.com/v1/audio-analysis/2IJJszwGK4NWmh3bNK6CPD,162387,4
0.118,0.0459,4,-22.868,1,0.0451,0.969,0.84,0.0964,0.0348,76.709,1ECIeUwsAK8ea1KowoPANA,spotify:track:1ECIeUwsAK8ea1KowoPANA,https://api.spotify.com/v1/tracks/1ECIeUwsAK8ea1KowoPANA,https://api.spotify.com/v1/audio-analysis/1ECIeUwsAK8ea1KowoPANA,254720,5
0.393,0.815,10,-9.605,0,0.169,0.851,0.437,0.116,0.22,120.501,1aXxjgFceA1j68soTeGsu8,spotify:track:1aXxjgFceA1j68soTeGsu8,https://api.spotify.com/v1/tracks/1aXxjgFceA1j68soTeGsu8,https://api.spotify.com/v1/audio-analysis/1aXxjgFceA1j68soTeGsu8,230000,4
0.206,0.483,10,-7.185,1,0.0321,0.0247,0.233,0.0669,0.784,160.233,7aAKm8DJxVQtpVEaS8umm1,spotify:track:7aAKm8DJxVQtpVEaS8umm1,https://api.spotify.com/v1/tracks/7aAKm8DJxVQtpVEaS8umm1,https://api.spotify.com/v1/audio-analysis/7aAKm8DJxVQtpVEaS8umm1,172867,4
0.412,0.686,9,-9.384,1,0.035,0.203,0.82,0.338,0.905,120.807,1Sb1R4JySVUyCikgjR1lDz,spotify:track:1Sb1R4JySVUyCikgjR1lDz,https://api.spotify.com/v1/tracks/1Sb1R4JySVUyCikgjR1lDz,https://api.spotify.com/v1/audio-analysis/1Sb1R4JySVUyCikgjR1lDz,143440,4
0.402,0.132,2,-14.983,0,0.0337,0.92,0.0282,0.14,0.0394,102.008,6TKcoRWwTld4LDQRXDkoxF,spotify:track:6TKcoRWwTld4LDQRXDkoxF,https://api.spotify.com/v1/tracks/6TKcoRWwTld4LDQRXDkoxF,https://api.spotify.com/v1/audio-analysis/6TKcoRWwTld4LDQRXDkoxF,322640,4
0.423,0.651,0,-8.741,1,0.0406,0.00799,0.618,0.31,0.14,107.011,00Y9r5SfbDdEjJhNg7laQr,spotify:track:00Y9r5SfbDdEjJhNg7laQr,https://api.spotify.com/v1/tracks/00Y9r5SfbDdEjJhNg7laQr,https://api.spotify.com/v1/audio-analysis/00Y9r5SfbDdEjJhNg7laQr,252200,4
0.25,0.0339,2,-33.147,1,0.0363,0.984,0.856,0.104,0.0742,84.191,1jvkAIx7n9YBLaQeurHcEv,spotify:track:1jvkAIx7n9YBLaQeurHcEv,https://api.spotify.com/v1/tracks/1jvkAIx7n9YBLaQeurHcEv,https://api.spotify.com/v1/audio-analysis/1jvkAIx7n9YBLaQeurHcEv,63267,4
0.0833,0.0715,9,-25.107,1,0.0447,0.732,0.892,0.139,0.0372,83.268,7vJVLzQ17T7Do68tJfvfBw,spotify:track:7vJVLzQ17T7Do68tJfvfBw,https://api.spotify.com/v1/tracks/7vJVLzQ17T7Do68tJfvfBw,https://api.spotify.com/v1/audio-analysis/7vJVLzQ17T7Do68tJfvfBw,161493,5
0.138,0.031,4,-27.707,1,0.0394,0.939,0.867,0.12,0.062,100.778,0ulpplvzfhcAT9cYPiy4HX,spotify:track:0ulpplvzfhcAT9cYPiy4HX,https://api.spotify.com/v1/tracks/0ulpplvzfhcAT9cYPiy4HX,https://api.spotify.com/v1/audio-analysis/0ulpplvzfhcAT9cYPiy4HX,245533,1
0.169,0.0537,7,-22.949,1,0.0417,0.954,0.929,0.105,0.0462,126.67,6SYV60vWfSq3H4TLuMlgsh,spotify:track:6SYV60vWfSq3H4TLuMlgsh,https://api.spotify.com/v1/tracks/6SYV60vWfSq3H4TLuMlgsh,https://api.spotify.com/v1/audio-analysis/6SYV60vWfSq3H4TLuMlgsh,370200,4
0.344,0.155,9,-24.039,1,0.0517,0.902,0.942,0.0845,0.0586,121.091,5OiG8v01O52wnkqESz9H7X,spotify:track:5OiG8v01O52wnkqESz9H7X,https://api.spotify.com/v1/tracks/5OiG8v01O52wnkqESz9H7X,https://api.spotify.com/v1/audio-analysis/5OiG8v01O52wnkqESz9H7X,140760,4
0.0704,0.438,7,-7.513,1,0.0353,0.0227,0.437,0.414,0.285,189.271,6zl5W2nw7JQ2SYJa2e7Snu,spotify:track:6zl5W2nw7JQ2SYJa2e7Snu,https://api.spotify.com/v1/tracks/6zl5W2nw7JQ2SYJa2e7Snu,https://api.spotify.com/v1/audio-analysis/6zl5W2nw7JQ2SYJa2e7Snu,151655,4
0.341,0.508,5,-10.559,1,0.128,0.802,0.303,0.044,0.241,171.829,76XhiS0PHXmWTv7ckP8fUQ,spotify:track:76XhiS0PHXmWTv7ckP8fUQ,https://api.spotify.com/v1/tracks/76XhiS0PHXmWTv7ckP8fUQ,https://api.spotify.com/v1/audio-analysis/76XhiS0PHXmWTv7ckP8fUQ,82867,4
0.466,0.749,9,-5.168,1,0.0376,0.000168,0.0,0.103,0.813,140.387,1qx1VXOn7Sl7yjG2vrVaDX,spotify:track:1qx1VXOn7Sl7yjG2vrVaDX,https://api.spotify.com/v1/tracks/1qx1VXOn7Sl7yjG2vrVaDX,https://api.spotify.com/v1/audio-analysis/1qx1VXOn7Sl7yjG2vrVaDX,81310,4
0.416,0.933,7,-5.605,1,0.0613,0.0392,0.724,0.325,0.664,120.821,1OsaeJxGqBl0Ij1ex6UCGa,spotify:track:1OsaeJxGqBl0Ij1ex6UCGa,https://api.spotify.com/v1/tracks/1OsaeJxGqBl0Ij1ex6UCGa,https://api.spotify.com/v1/audio-analysis/1OsaeJxGqBl0Ij1ex6UCGa,203638,4
0.75,0.648,9,-7.975,1,0.0424,0.409,0.000652,0.397,0.86,129.733,4JXm5SLxE5tIWEmL8CF787,spotify:track:4JXm5SLxE5tIWEmL8CF787,https://api.spotify.com/v1/tracks/4JXm5SLxE5tIWEmL8CF787,https://api.spotify.com/v1/audio-analysis/4JXm5SLxE5tIWEmL8CF787,60882,4
0.236,0.703,7,-7.95,1,0.0512,0.719,0.88,0.233,0.0914,153.598,5DmedLKHe0BTjJ5Eaq9ppX,spotify:track:5DmedLKHe0BTjJ5Eaq9ppX,https://api.spotify.com/v1/tracks/5DmedLKHe0BTjJ5Eaq9ppX,https://api.spotify.com/v1/audio-analysis/5DmedLKHe0BTjJ5Eaq9ppX,143227,4
0.59,0.925,6,-7.911,1,0.0323,0.237,0.891,0.128,0.911,115.21,4IoHF2W1V5SAf7pdXMiroH,spotify:track:4IoHF2W1V5SAf7pdXMiroH,https://api.spotify.com/v1/tracks/4IoHF2W1V5SAf7pdXMiroH,https://api.spotify.com/v1/audio-analysis/4IoHF2W1V5SAf7pdXMiroH,80520,4
0.634,0.725,5,-6.356,1,0.0329,0.29,0.423,0.159,0.511,128.462,2afPP7gJHUIl8TNXwsL4cJ,spotify:track:2afPP7gJHUIl8TNXwsL4cJ,https://api.spotify.com/v1/tracks/2afPP7gJHUIl8TNXwsL4cJ,https://api.spotify.com/v1/audio-analysis/2afPP7gJHUIl8TNXwsL4cJ,204947,4
0.677,0.474,5,-8.779,1,0.124,0.967,0.859,0.0788,0.902,122.251,3kImGzs0rZJK2nzq5uSb2q,spotify:track:3kImGzs0rZJK2nzq5uSb2q,https://api.spotify.com/v1/tracks/3kImGzs0rZJK2nzq5uSb2q,https://api.spotify.com/v1/audio-analysis/3kImGzs0rZJK2nzq5uSb2q,84333,4
0.487,0.665,5,-5.96,0,0.0433,0.317,1e-06,0.307,0.964,158.296,0ilsuqYcwwTYUmN91BQPIE,spotify:track:0ilsuqYcwwTYUmN91BQPIE,https://api.spotify.com/v1/tracks/0ilsuqYcwwTYUmN91BQPIE,https://api.spotify.com/v1/audio-analysis/0ilsuqYcwwTYUmN91BQPIE,95107,3
0.739,0.428,7,-11.366,1,0.0423,0.179,0.925,0.191,0.224,75.952,4dcD8Nb2YjE1XW8Ig6q0c9,spotify:track:4dcD8Nb2YjE1XW8Ig6q0c9,https://api.spotify.com/v1/tracks/4dcD8Nb2YjE1XW8Ig6q0c9,https://api.spotify.com/v1/audio-analysis/4dcD8Nb2YjE1XW8Ig6q0c9,140453,4
0.477,0.708,0,-5.841,1,0.0336,0.131,0.869,0.0924,0.396,118.292,7vOxBZjNcF9OagmtRGsoLG,spotify:track:7vOxBZjNcF9OagmtRGsoLG,https://api.spotify.com/v1/tracks/7vOxBZjNcF9OagmtRGsoLG,https://api.spotify.com/v1/audio-analysis/7vOxBZjNcF9OagmtRGsoLG,48533,4
0.39,0.468,9,-8.309,1,0.0338,0.845,0.0841,0.305,0.604,159.545,72ruOdXZ30E3u3IIMErshE,spotify:track:72ruOdXZ30E3u3IIMErshE,https://api.spotify.com/v1/tracks/72ruOdXZ30E3u3IIMErshE,https://api.spotify.com/v1/audio-analysis/72ruOdXZ30E3u3IIMErshE,58000,3
0.473,0.447,4,-12.171,0,0.0322,0.00087,0.963,0.432,0.906,123.156,1puqmKaUU7s2v00XkZeFfG,spotify:track:1puqmKaUU7s2v00XkZeFfG,https://api.spotify.com/v1/tracks/1puqmKaUU7s2v00XkZeFfG,https://api.spotify.com/v1/audio-analysis/1puqmKaUU7s2v00XkZeFfG,66160,4
0.709,0.927,8,-9.436,1,0.11,0.00227,0.0,0.261,0.718,144.492,6YEYc7C36xYL8N2tQsD5Hy,spotify:track:6YEYc7C36xYL8N2tQsD5Hy,https://api.spotify.com/v1/tracks/6YEYc7C36xYL8N2tQsD5Hy,https://api.spotify.com/v1/audio-analysis/6YEYc7C36xYL8N2tQsD5Hy,29000,4
0.666,0.59,2,-11.151,0,0.0736,0.37,0.142,0.287,0.938,90.06,0A97IrjQ6OJyW75JSAzrG0,spotify:track:0A97IrjQ6OJyW75JSAzrG0,https://api.spotify.com/v1/tracks/0A97IrjQ6OJyW75JSAzrG0,https://api.spotify.com/v1/audio-analysis/0A97IrjQ6OJyW75JSAzrG0,96998,4
0.769,0.868,9,-8.162,1,0.0328,0.000145,0.816,0.425,0.524,115.293,7hUboa45D4VrDLRfvzpqNv,spotify:track:7hUboa45D4VrDLRfvzpqNv,https://api.spotify.com/v1/tracks/7hUboa45D4VrDLRfvzpqNv,https://api.spotify.com/v1/audio-analysis/7hUboa45D4VrDLRfvzpqNv,174000,4
0.643,0.712,9,-10.688,1,0.0489,0.49,0.0,0.483,0.96,132.745,6ItX4ZjkxY2eyGYIlwKeUt,spotify:track:6ItX4ZjkxY2eyGYIlwKeUt,https://api.spotify.com/v1/tracks/6ItX4ZjkxY2eyGYIlwKeUt,https://api.spotify.com/v1/audio-analysis/6ItX4ZjkxY2eyGYIlwKeUt,59000,4
0.868,0.41,0,-14.648,1,0.0416,0.168,0.0,0.102,0.966,123.99,4jCjCV70oPPikZW7RQ6OEN,spotify:track:4jCjCV70oPPikZW7RQ6OEN,https://api.spotify.com/v1/tracks/4jCjCV70oPPikZW7RQ6OEN,https://api.spotify.com/v1/audio-analysis/4jCjCV70oPPikZW7RQ6OEN,163243,4
0.597,0.484,8,-11.499,1,0.032,0.00213,0.19,0.118,0.631,89.447,4JomiAKkqkkMBuSFe85AfX,spotify:track:4JomiAKkqkkMBuSFe85AfX,https://api.spotify.com/v1/tracks/4JomiAKkqkkMBuSFe85AfX,https://api.spotify.com/v1/audio-analysis/4JomiAKkqkkMBuSFe85AfX,93691,4
0.806,0.41,1,-13.369,0,0.0841,0.283,0.806,0.0741,0.627,180.756,5tsygkyQr26xMYv8xPQSS2,spotify:track:5tsygkyQr26xMYv8xPQSS2,https://api.spotify.com/v1/tracks/5tsygkyQr26xMYv8xPQSS2,https://api.spotify.com/v1/audio-analysis/5tsygkyQr26xMYv8xPQSS2,75776,4
0.703,0.48,0,-8.008,1,0.0275,0.608,0.0,0.456,0.752,108.997,3T8lqmIn5TAUzU9wjPt2YD,spotify:track:3T8lqmIn5TAUzU9wjPt2YD,https://api.spotify.com/v1/tracks/3T8lqmIn5TAUzU9wjPt2YD,https://api.spotify.com/v1/audio-analysis/3T8lqmIn5TAUzU9wjPt2YD,93778,4
0.298,0.645,9,-10.315,1,0.041,0.0313,5.62e-05,0.151,0.773,190.834,7vnEb9zd4ney9YwHIjN6ss,spotify:track:7vnEb9zd4ney9YwHIjN6ss,https://api.spotify.com/v1/tracks/7vnEb9zd4ney9YwHIjN6ss,https://api.spotify.com/v1/audio-analysis/7vnEb9zd4ney9YwHIjN6ss,181533,4
0.792,0.141,10,-13.772,1,0.0356,0.732,1.63e-06,0.1,0.478,111.864,1OkXcOOueEwW9Dkv11uFp0,spotify:track:1OkXcOOueEwW9Dkv11uFp0,https://api.spotify.com/v1/tracks/1OkXcOOueEwW9Dkv11uFp0,https://api.spotify.com/v1/audio-analysis/1OkXcOOueEwW9Dkv11uFp0,155301,4
0.249,0.547,10,-8.145,0,0.0424,0.265,0.000187,0.214,0.542,128.974,6vPyHlCxUlz9Xo1mJ67noV,spotify:track:6vPyHlCxUlz9Xo1mJ67noV,https://api.spotify.com/v1/tracks/6vPyHlCxUlz9Xo1mJ67noV,https://api.spotify.com/v1/audio-analysis/6vPyHlCxUlz9Xo1mJ67noV,64640,4
0.395,0.607,0,-14.035,1,0.035,0.718,0.943,0.131,0.21,167.9,7z9AOGR6nZlvybNKDj6sDv,spotify:track:7z9AOGR6nZlvybNKDj6sDv,https://api.spotify.com/v1/tracks/7z9AOGR6nZlvybNKDj6sDv,https://api.spotify.com/v1/audio-analysis/7z9AOGR6nZlvybNKDj6sDv,50714,4
